rater_id,score_variable,score,count,proportion
rater_11,Overall,4,258,0.18873445501097294
rater_11,Overall,5,15,0.010972933430870519
rater_11,Phraseology,1,6,0.0043891733723482075
rater_11,Phraseology,2,350,0.25603511338697876
rater_11,Phraseology,3,744,0.5442574981711777
rater_11,Phraseology,4,250,0.182882223847842
rater_11,Phraseology,5,17,0.012435991221653255
rater_11,Syntax,1,14,0.010241404535479151
rater_11,Syntax,2,370,0.27066569129480617
rater_11,Syntax,3,733,0.5362106803218727
rater_11,Syntax,4,239,0.17483540599853695
rater_11,Syntax,5,11,0.008046817849305048
rater_11,Vocabulary,1,7,0.005120702267739576
rater_11,Vocabulary,2,273,0.19970738844184346
rater_11,Vocabulary,3,789,0.5771762984637894
rater_11,Vocabulary,4,283,0.20702267739575714
rater_11,Vocabulary,5,15,0.010972933430870519
rater_12,Cohesion,1,7,0.005737704918032787
rater_12,Cohesion,2,149,0.1221311475409836
rater_12,Cohesion,3,563,0.46147540983606555
rater_12,Cohesion,4,476,0.3901639344262295
rater_12,Cohesion,5,25,0.020491803278688523
rater_12,Conventions,1,4,0.003278688524590164
rater_12,Conventions,2,216,0.17704918032786884
rater_12,Conventions,3,477,0.3909836065573771
rater_12,Conventions,4,485,0.3975409836065574
rater_12,Conventions,5,38,0.03114754098360656
rater_12,Grammar,1,8,0.006557377049180328
rater_12,Grammar,2,351,0.28770491803278686
rater_12,Grammar,3,542,0.44426229508196724
rater_12,Grammar,4,306,0.25081967213114753
rater_12,Grammar,5,13,0.010655737704918032
rater_12,Overall,1,7,0.005737704918032787
rater_12,Overall,2,194,0.15901639344262294
rater_12,Overall,3,660,0.5409836065573771
rater_12,Overall,4,341,0.2795081967213115
rater_12,Overall,5,18,0.014754098360655738
rater_12,Phraseology,1,3,0.002459016393442623
rater_12,Phraseology,2,46,0.03770491803278689
rater_12,Phraseology,3,609,0.49918032786885247
rater_12,Phraseology,4,546,0.44754098360655736
rater_12,Phraseology,5,16,0.013114754098360656
rater_12,Syntax,1,9,0.007377049180327869
rater_12,Syntax,2,270,0.22131147540983606
rater_12,Syntax,3,618,0.5065573770491804
rater_12,Syntax,4,305,0.25
rater_12,Syntax,5,18,0.014754098360655738
rater_12,Vocabulary,1,2,0.001639344262295082
rater_12,Vocabulary,2,52,0.04262295081967213
rater_12,Vocabulary,3,690,0.5655737704918032
rater_12,Vocabulary,4,463,0.3795081967213115
rater_12,Vocabulary,5,13,0.010655737704918032
rater_13,Cohesion,1,3,0.003374578177727784
rater_13,Cohesion,2,118,0.1327334083239595
rater_13,Cohesion,3,449,0.5050618672665916
rater_13,Cohesion,4,261,0.29358830146231724
rater_13,Cohesion,5,58,0.06524184476940383
rater_13,Conventions,1,3,0.003374578177727784
rater_13,Conventions,2,134,0.15073115860517436
rater_13,Conventions,3,464,0.5219347581552306
rater_13,Conventions,4,248,0.27896512935883017
rater_13,Conventions,5,40,0.04499437570303712
rater_13,Grammar,1,3,0.003374578177727784
rater_13,Grammar,2,198,0.22272215973003376
rater_13,Grammar,3,430,0.48368953880764903
rater_13,Grammar,4,196,0.2204724409448819
rater_13,Grammar,5,62,0.06974128233970754
rater_13,Overall,1,1,0.0011248593925759281
rater_13,Overall,2,114,0.12823397075365578
rater_13,Overall,3,468,0.5264341957255343
rater_13,Overall,4,241,0.27109111361079863
rater_13,Overall,5,65,0.07311586051743532
rater_13,Phraseology,1,1,0.0011248593925759281
rater_13,Phraseology,2,118,0.1327334083239595
rater_13,Phraseology,3,389,0.437570303712036
rater_13,Phraseology,4,294,0.33070866141732286
rater_13,Phraseology,5,87,0.09786276715410573
rater_13,Syntax,1,4,0.0044994375703037125
rater_13,Syntax,2,130,0.14623172103487064
rater_13,Syntax,3,407,0.4578177727784027
rater_13,Syntax,4,271,0.3048368953880765
rater_13,Syntax,5,77,0.08661417322834646
rater_13,Vocabulary,1,0,0.0
rater_13,Vocabulary,2,60,0.06749156355455568
rater_13,Vocabulary,3,471,0.5298087739032621
rater_13,Vocabulary,4,269,0.3025871766029246
rater_13,Vocabulary,5,89,0.10011248593925759
rater_14,Cohesion,1,0,0.0
rater_14,Cohesion,2,7,0.22580645161290322
rater_14,Cohesion,3,19,0.6129032258064516
rater_14,Cohesion,4,5,0.16129032258064516
rater_14,Cohesion,5,0,0.0
rater_14,Conventions,1,0,0.0
rater_14,Conventions,2,11,0.3548387096774194
rater_14,Conventions,3,16,0.5161290322580645
rater_14,Conventions,4,4,0.12903225806451613
rater_14,Conventions,5,0,0.0
rater_14,Grammar,1,0,0.0
rater_14,Grammar,2,14,0.45161290322580644
rater_14,Grammar,3,14,0.45161290322580644
rater_14,Grammar,4,3,0.0967741935483871
rater_14,Grammar,5,0,0.0
rater_14,Overall,1,0,0.0
rater_14,Overall,2,9,0.2903225806451613
rater_14,Overall,3,19,0.6129032258064516
rater_14,Overall,4,3,0.0967741935483871
rater_14,Overall,5,0,0.0
rater_14,Phraseology,1,0,0.0
rater_14,Phraseology,2,4,0.12903225806451613
rater_14,Phraseology,3,22,0.7096774193548387
rater_14,Phraseology,4,5,0.16129032258064516
rater_14,Phraseology,5,0,0.0
rater_14,Syntax,1,0,0.0
rater_14,Syntax,2,8,0.25806451612903225
rater_14,Syntax,3,20,0.6451612903225806
rater_14,Syntax,4,3,0.0967741935483871
rater_14,Syntax,5,0,0.0
rater_14,Vocabulary,1,0,0.0
rater_14,Vocabulary,2,8,0.25806451612903225
rater_14,Vocabulary,3,16,0.5161290322580645
rater_14,Vocabulary,4,7,0.22580645161290322
rater_14,Vocabulary,5,0,0.0
rater_15,Cohesion,1,1,0.0010121457489878543
rater_15,Cohesion,2,56,0.05668016194331984
rater_15,Cohesion,3,389,0.3937246963562753
rater_15,Cohesion,4,488,0.4939271255060729
rater_15,Cohesion,5,54,0.05465587044534413
rater_15,Conventions,1,3,0.003036437246963563
rater_15,Conventions,2,195,0.19736842105263158
rater_15,Conventions,3,386,0.39068825910931176
rater_15,Conventions,4,387,0.3917004048582996
rater_15,Conventions,5,17,0.01720647773279352
rater_15,Grammar,1,1,0.0010121457489878543
rater_15,Grammar,2,305,0.30870445344129555
rater_15,Grammar,3,387,0.3917004048582996
rater_15,Grammar,4,271,0.2742914979757085
rater_15,Grammar,5,24,0.024291497975708502
rater_15,Overall,1,1,0.0010121457489878543
rater_15,Overall,2,46,0.0465587044534413
rater_15,Overall,3,581,0.5880566801619433
rater_15,Overall,4,356,0.3603238866396761
rater_15,Overall,5,4,0.004048582995951417
rater_15,Phraseology,1,1,0.0010121457489878543
rater_15,Phraseology,2,69,0.06983805668016195
rater_15,Phraseology,3,475,0.4807692307692308
rater_15,Phraseology,4,429,0.4342105263157895
rater_15,Phraseology,5,14,0.01417004048582996
rater_15,Syntax,1,2,0.0020242914979757085
rater_15,Syntax,2,40,0.04048582995951417
rater_15,Syntax,3,535,0.541497975708502
rater_15,Syntax,4,408,0.41295546558704455
rater_15,Syntax,5,3,0.003036437246963563
rater_15,Vocabulary,1,1,0.0010121457489878543
rater_15,Vocabulary,2,41,0.04149797570850203
rater_15,Vocabulary,3,729,0.7378542510121457
rater_15,Vocabulary,4,209,0.21153846153846154
rater_15,Vocabulary,5,8,0.008097165991902834
rater_16,Cohesion,1,1,0.0022371364653243847
rater_16,Cohesion,2,44,0.09843400447427293
rater_16,Cohesion,3,207,0.46308724832214765
rater_16,Cohesion,4,169,0.378076062639821
rater_16,Cohesion,5,26,0.058165548098434
rater_16,Conventions,1,1,0.0022371364653243847
rater_16,Conventions,2,59,0.1319910514541387
rater_16,Conventions,3,235,0.5257270693512305
rater_16,Conventions,4,144,0.3221476510067114
rater_16,Conventions,5,8,0.017897091722595078
rater_16,Grammar,1,1,0.0022371364653243847
rater_16,Grammar,2,116,0.2595078299776286
rater_16,Grammar,3,222,0.4966442953020134
rater_16,Grammar,4,91,0.203579418344519
rater_16,Grammar,5,17,0.03803131991051454
rater_16,Overall,1,1,0.0022371364653243847
rater_16,Overall,2,75,0.16778523489932887
rater_16,Overall,3,224,0.5011185682326622
rater_16,Overall,4,135,0.30201342281879195
rater_16,Overall,5,12,0.026845637583892617
rater_16,Phraseology,1,2,0.0044742729306487695
rater_16,Phraseology,2,69,0.15436241610738255
rater_16,Phraseology,3,242,0.5413870246085011
rater_16,Phraseology,4,118,0.2639821029082774
rater_16,Phraseology,5,16,0.035794183445190156
rater_16,Syntax,1,4,0.008948545861297539
rater_16,Syntax,2,112,0.2505592841163311
rater_16,Syntax,3,173,0.3870246085011186
rater_16,Syntax,4,133,0.2975391498881432
rater_16,Syntax,5,25,0.05592841163310962
rater_16,Vocabulary,1,1,0.0022371364653243847
rater_16,Vocabulary,2,60,0.1342281879194631
rater_16,Vocabulary,3,198,0.4429530201342282
rater_16,Vocabulary,4,170,0.38031319910514544
rater_16,Vocabulary,5,18,0.040268456375838924
rater_17,Cohesion,1,3,0.025210084033613446
rater_17,Cohesion,2,15,0.12605042016806722
rater_17,Cohesion,3,64,0.5378151260504201
rater_17,Cohesion,4,31,0.2605042016806723
rater_17,Cohesion,5,6,0.05042016806722689
rater_17,Conventions,1,1,0.008403361344537815
rater_17,Conventions,2,11,0.09243697478991597
rater_17,Conventions,3,33,0.2773109243697479
rater_17,Conventions,4,48,0.40336134453781514
rater_17,Conventions,5,26,0.2184873949579832
rater_17,Grammar,1,2,0.01680672268907563
rater_17,Grammar,2,23,0.19327731092436976
rater_17,Grammar,3,39,0.3277310924369748
rater_17,Grammar,4,48,0.40336134453781514
rater_17,Grammar,5,7,0.058823529411764705
rater_17,Overall,1,3,0.025210084033613446
rater_17,Overall,2,14,0.11764705882352941
rater_17,Overall,3,51,0.42857142857142855
rater_17,Overall,4,41,0.3445378151260504
rater_17,Overall,5,10,0.08403361344537816
rater_17,Phraseology,1,3,0.025210084033613446
rater_17,Phraseology,2,19,0.15966386554621848
rater_17,Phraseology,3,37,0.31092436974789917
rater_17,Phraseology,4,43,0.36134453781512604
rater_17,Phraseology,5,17,0.14285714285714285
rater_17,Syntax,1,3,0.025210084033613446
rater_17,Syntax,2,19,0.15966386554621848
rater_17,Syntax,3,53,0.44537815126050423
rater_17,Syntax,4,37,0.31092436974789917
rater_17,Syntax,5,7,0.058823529411764705
rater_17,Vocabulary,1,2,0.01680672268907563
rater_17,Vocabulary,2,15,0.12605042016806722
rater_17,Vocabulary,3,46,0.3865546218487395
rater_17,Vocabulary,4,43,0.36134453781512604
rater_17,Vocabulary,5,13,0.1092436974789916
rater_18,Cohesion,1,9,0.008490566037735849
rater_18,Cohesion,2,197,0.18584905660377357
rater_18,Cohesion,3,552,0.5207547169811321
rater_18,Cohesion,4,245,0.23113207547169812
rater_18,Cohesion,5,57,0.05377358490566038
rater_18,Conventions,1,8,0.007547169811320755
rater_18,Conventions,2,189,0.17830188679245282
rater_18,Conventions,3,477,0.45
rater_18,Conventions,4,314,0.2962264150943396
rater_18,Conventions,5,72,0.06792452830188679
rater_18,Grammar,1,12,0.011320754716981131
rater_18,Grammar,2,247,0.2330188679245283
rater_18,Grammar,3,405,0.38207547169811323
rater_18,Grammar,4,312,0.2943396226415094
rater_18,Grammar,5,84,0.07924528301886792
rater_18,Overall,1,8,0.007547169811320755
rater_18,Overall,2,213,0.2009433962264151
rater_18,Overall,3,477,0.45
rater_18,Overall,4,290,0.27358490566037735
rater_18,Overall,5,72,0.06792452830188679
rater_18,Phraseology,1,11,0.010377358490566037
rater_18,Phraseology,2,319,0.3009433962264151
rater_18,Phraseology,3,408,0.3849056603773585
rater_18,Phraseology,4,258,0.24339622641509434
rater_18,Phraseology,5,64,0.06037735849056604
rater_18,Syntax,1,8,0.007547169811320755
rater_18,Syntax,2,261,0.24622641509433962
rater_18,Syntax,3,504,0.47547169811320755
rater_18,Syntax,4,225,0.21226415094339623
rater_18,Syntax,5,62,0.05849056603773585
rater_18,Vocabulary,1,3,0.002830188679245283
rater_18,Vocabulary,2,149,0.14056603773584905
rater_18,Vocabulary,3,504,0.47547169811320755
rater_18,Vocabulary,4,338,0.31886792452830187
rater_18,Vocabulary,5,66,0.062264150943396226
rater_19,Cohesion,1,4,0.0038424591738712775
rater_19,Cohesion,2,63,0.06051873198847262
rater_19,Cohesion,3,397,0.3813640730067243
rater_19,Cohesion,4,551,0.5292987512007685
rater_19,Cohesion,5,26,0.024975984630163303
rater_19,Conventions,1,4,0.0038424591738712775
rater_19,Conventions,2,90,0.08645533141210375
rater_19,Conventions,3,583,0.5600384245917387
rater_19,Conventions,4,283,0.27185398655139287
rater_19,Conventions,5,81,0.07780979827089338
rater_19,Grammar,1,1,0.0009606147934678194
rater_19,Grammar,2,39,0.037463976945244955
rater_19,Grammar,3,438,0.4207492795389049
rater_19,Grammar,4,453,0.43515850144092216
rater_19,Grammar,5,110,0.10566762728146013
rater_19,Overall,1,3,0.002881844380403458
rater_19,Overall,2,70,0.06724303554274735
rater_19,Overall,3,459,0.4409221902017291
rater_19,Overall,4,467,0.44860710854947167
rater_19,Overall,5,42,0.040345821325648415
rater_19,Phraseology,1,5,0.004803073967339097
rater_19,Phraseology,2,133,0.12776176753121998
rater_19,Phraseology,3,496,0.47646493756003844
rater_19,Phraseology,4,388,0.37271853986551395
rater_19,Phraseology,5,19,0.01825168107588857
rater_19,Syntax,1,8,0.007684918347742555
rater_19,Syntax,2,90,0.08645533141210375
rater_19,Syntax,3,353,0.3390970220941403
rater_19,Syntax,4,524,0.5033621517771374
rater_19,Syntax,5,66,0.06340057636887608
rater_19,Vocabulary,1,4,0.0038424591738712775
rater_19,Vocabulary,2,123,0.11815561959654179
rater_19,Vocabulary,3,484,0.46493756003842457
rater_19,Vocabulary,4,376,0.3611911623439001
rater_19,Vocabulary,5,54,0.05187319884726225
rater_2,Cohesion,1,20,0.012484394506866416
rater_2,Cohesion,2,201,0.1254681647940075
rater_2,Cohesion,3,891,0.5561797752808989
rater_2,Cohesion,4,459,0.28651685393258425
rater_2,Cohesion,5,31,0.019350811485642945
rater_2,Conventions,1,21,0.013108614232209739
rater_2,Conventions,2,414,0.25842696629213485
rater_2,Conventions,3,859,0.5362047440699126
rater_2,Conventions,4,296,0.18476903870162298
rater_2,Conventions,5,12,0.00749063670411985
rater_2,Grammar,1,5,0.003121098626716604
rater_2,Grammar,2,372,0.23220973782771537
rater_2,Grammar,3,633,0.3951310861423221
rater_2,Grammar,4,525,0.32771535580524347
rater_2,Grammar,5,67,0.041822721598002495
rater_2,Overall,1,11,0.00686641697877653
rater_2,Overall,2,205,0.12796504369538078
rater_2,Overall,3,1003,0.6260923845193508
rater_2,Overall,4,362,0.22596754057428214
rater_2,Overall,5,21,0.013108614232209739
rater_2,Phraseology,1,15,0.009363295880149813
rater_2,Phraseology,2,416,0.2596754057428215
rater_2,Phraseology,3,641,0.40012484394506864
rater_2,Phraseology,4,481,0.30024968789013734
rater_2,Phraseology,5,49,0.03058676654182272
rater_2,Syntax,1,12,0.00749063670411985
rater_2,Syntax,2,274,0.17103620474406991
rater_2,Syntax,3,1149,0.7172284644194756
rater_2,Syntax,4,161,0.10049937578027465
rater_2,Syntax,5,6,0.003745318352059925
rater_2,Vocabulary,1,6,0.003745318352059925
rater_2,Vocabulary,2,66,0.04119850187265917
rater_2,Vocabulary,3,917,0.5724094881398252
rater_2,Vocabulary,4,560,0.3495630461922597
rater_2,Vocabulary,5,53,0.033083645443196
rater_20,Cohesion,1,2,0.02666666666666667
rater_20,Cohesion,2,15,0.2
rater_20,Cohesion,3,43,0.5733333333333334
rater_20,Cohesion,4,14,0.18666666666666668
rater_20,Cohesion,5,1,0.013333333333333334
rater_20,Conventions,1,0,0.0
rater_20,Conventions,2,10,0.13333333333333333
rater_20,Conventions,3,37,0.49333333333333335
rater_20,Conventions,4,25,0.3333333333333333
rater_20,Conventions,5,3,0.04
rater_20,Grammar,1,2,0.02666666666666667
rater_20,Grammar,2,21,0.28
rater_20,Grammar,3,33,0.44
rater_20,Grammar,4,15,0.2
rater_20,Grammar,5,4,0.05333333333333334
rater_20,Overall,1,1,0.013333333333333334
rater_20,Overall,2,12,0.16
rater_20,Overall,3,47,0.6266666666666667
rater_20,Overall,4,14,0.18666666666666668
rater_20,Overall,5,1,0.013333333333333334
rater_20,Phraseology,1,1,0.013333333333333334
rater_20,Phraseology,2,20,0.26666666666666666
rater_20,Phraseology,3,44,0.5866666666666667
rater_20,Phraseology,4,9,0.12
rater_20,Phraseology,5,1,0.013333333333333334
rater_20,Syntax,1,1,0.013333333333333334
rater_20,Syntax,2,14,0.18666666666666668
rater_20,Syntax,3,44,0.5866666666666667
rater_20,Syntax,4,16,0.21333333333333335
rater_20,Syntax,5,0,0.0
rater_20,Vocabulary,1,0,0.0
rater_20,Vocabulary,2,14,0.18666666666666668
rater_20,Vocabulary,3,50,0.6666666666666666
rater_20,Vocabulary,4,10,0.13333333333333333
rater_20,Vocabulary,5,1,0.013333333333333334
rater_21,Cohesion,1,10,0.027932960893854747
rater_21,Cohesion,2,101,0.28212290502793297
rater_21,Cohesion,3,202,0.5642458100558659
rater_21,Cohesion,4,43,0.12011173184357542
rater_21,Cohesion,5,2,0.00558659217877095
rater_21,Conventions,1,3,0.008379888268156424
rater_21,Conventions,2,112,0.3128491620111732
rater_21,Conventions,3,189,0.5279329608938548
rater_21,Conventions,4,50,0.13966480446927373
rater_21,Conventions,5,4,0.0111731843575419
rater_21,Grammar,1,3,0.008379888268156424
rater_21,Grammar,2,97,0.2709497206703911
rater_21,Grammar,3,189,0.5279329608938548
rater_21,Grammar,4,60,0.16759776536312848
rater_21,Grammar,5,9,0.025139664804469275
rater_21,Overall,1,2,0.00558659217877095
rater_21,Overall,2,79,0.2206703910614525
rater_21,Overall,3,195,0.5446927374301676
rater_21,Overall,4,72,0.2011173184357542
rater_21,Overall,5,10,0.027932960893854747
rater_21,Phraseology,1,6,0.01675977653631285
rater_21,Phraseology,2,70,0.19553072625698323
rater_21,Phraseology,3,183,0.5111731843575419
rater_21,Phraseology,4,86,0.24022346368715083
rater_21,Phraseology,5,13,0.036312849162011177
rater_21,Syntax,1,4,0.0111731843575419
rater_21,Syntax,2,99,0.276536312849162
rater_21,Syntax,3,180,0.5027932960893855
rater_21,Syntax,4,63,0.17597765363128492
rater_21,Syntax,5,12,0.0335195530726257
rater_21,Vocabulary,1,0,0.0
rater_21,Vocabulary,2,18,0.05027932960893855
rater_21,Vocabulary,3,196,0.547486033519553
rater_21,Vocabulary,4,123,0.3435754189944134
rater_21,Vocabulary,5,21,0.05865921787709497
rater_22,Cohesion,1,1,0.004149377593360996
rater_22,Cohesion,2,46,0.1908713692946058
rater_22,Cohesion,3,110,0.45643153526970953
rater_22,Cohesion,4,80,0.33195020746887965
rater_22,Cohesion,5,4,0.016597510373443983
rater_22,Conventions,1,0,0.0
rater_22,Conventions,2,56,0.23236514522821577
rater_22,Conventions,3,138,0.5726141078838174
rater_22,Conventions,4,45,0.18672199170124482
rater_22,Conventions,5,2,0.008298755186721992
rater_22,Grammar,1,1,0.004149377593360996
rater_22,Grammar,2,57,0.23651452282157676
rater_22,Grammar,3,122,0.5062240663900415
rater_22,Grammar,4,59,0.24481327800829875
rater_22,Grammar,5,2,0.008298755186721992
rater_22,Overall,1,1,0.004149377593360996
rater_22,Overall,2,46,0.1908713692946058
rater_22,Overall,3,134,0.5560165975103735
rater_22,Overall,4,56,0.23236514522821577
rater_22,Overall,5,4,0.016597510373443983
rater_22,Phraseology,1,0,0.0
rater_22,Phraseology,2,50,0.2074688796680498
rater_22,Phraseology,3,131,0.5435684647302904
rater_22,Phraseology,4,55,0.22821576763485477
rater_22,Phraseology,5,5,0.02074688796680498
rater_22,Syntax,1,1,0.004149377593360996
rater_22,Syntax,2,103,0.42738589211618255
rater_22,Syntax,3,98,0.4066390041493776
rater_22,Syntax,4,38,0.15767634854771784
rater_22,Syntax,5,1,0.004149377593360996
rater_22,Vocabulary,1,0,0.0
rater_22,Vocabulary,2,5,0.02074688796680498
rater_22,Vocabulary,3,192,0.7966804979253111
rater_22,Vocabulary,4,39,0.16182572614107885
rater_22,Vocabulary,5,5,0.02074688796680498
rater_23,Cohesion,1,8,0.0103359173126615
rater_23,Cohesion,2,85,0.10981912144702842
rater_23,Cohesion,3,282,0.3643410852713178
rater_23,Cohesion,4,322,0.4160206718346253
rater_23,Cohesion,5,77,0.09948320413436693
rater_23,Conventions,1,8,0.0103359173126615
rater_23,Conventions,2,125,0.16149870801033592
rater_23,Conventions,3,348,0.4496124031007752
rater_23,Conventions,4,250,0.32299741602067183
rater_23,Conventions,5,43,0.05555555555555555
rater_23,Grammar,1,11,0.014211886304909561
rater_23,Grammar,2,123,0.15891472868217055
rater_23,Grammar,3,352,0.45478036175710596
rater_23,Grammar,4,230,0.2971576227390181
rater_23,Grammar,5,58,0.07493540051679587
rater_23,Overall,1,7,0.00904392764857881
rater_23,Overall,2,114,0.14728682170542637
rater_23,Overall,3,334,0.4315245478036176
rater_23,Overall,4,246,0.3178294573643411
rater_23,Overall,5,73,0.09431524547803617
rater_23,Phraseology,1,7,0.00904392764857881
rater_23,Phraseology,2,87,0.1124031007751938
rater_23,Phraseology,3,271,0.35012919896640826
rater_23,Phraseology,4,316,0.4082687338501292
rater_23,Phraseology,5,93,0.12015503875968993
rater_23,Syntax,1,11,0.014211886304909561
rater_23,Syntax,2,133,0.17183462532299743
rater_23,Syntax,3,401,0.5180878552971576
rater_23,Syntax,4,186,0.24031007751937986
rater_23,Syntax,5,43,0.05555555555555555
rater_23,Vocabulary,1,1,0.0012919896640826874
rater_23,Vocabulary,2,68,0.08785529715762273
rater_23,Vocabulary,3,319,0.41214470284237725
rater_23,Vocabulary,4,318,0.4108527131782946
rater_23,Vocabulary,5,68,0.08785529715762273
rater_24,Cohesion,1,10,0.038461538461538464
rater_24,Cohesion,2,66,0.25384615384615383
rater_24,Cohesion,3,118,0.45384615384615384
rater_24,Cohesion,4,62,0.23846153846153847
rater_24,Cohesion,5,4,0.015384615384615385
rater_24,Conventions,1,4,0.015384615384615385
rater_24,Conventions,2,77,0.29615384615384616
rater_24,Conventions,3,116,0.4461538461538462
rater_24,Conventions,4,59,0.22692307692307692
rater_24,Conventions,5,4,0.015384615384615385
rater_24,Grammar,1,6,0.023076923076923078
rater_24,Grammar,2,59,0.22692307692307692
rater_24,Grammar,3,96,0.36923076923076925
rater_24,Grammar,4,95,0.36538461538461536
rater_24,Grammar,5,4,0.015384615384615385
rater_24,Overall,1,10,0.038461538461538464
rater_24,Overall,2,58,0.2230769230769231
rater_24,Overall,3,112,0.4307692307692308
rater_24,Overall,4,72,0.27692307692307694
rater_24,Overall,5,8,0.03076923076923077
rater_24,Phraseology,1,4,0.015384615384615385
rater_24,Phraseology,2,68,0.26153846153846155
rater_24,Phraseology,3,127,0.48846153846153845
rater_24,Phraseology,4,60,0.23076923076923078
rater_24,Phraseology,5,1,0.0038461538461538464
rater_24,Syntax,1,3,0.011538461538461539
rater_24,Syntax,2,65,0.25
rater_24,Syntax,3,123,0.47307692307692306
rater_24,Syntax,4,67,0.25769230769230766
rater_24,Syntax,5,2,0.007692307692307693
rater_24,Vocabulary,1,2,0.007692307692307693
rater_24,Vocabulary,2,50,0.19230769230769232
rater_24,Vocabulary,3,131,0.5038461538461538
rater_24,Vocabulary,4,73,0.28076923076923077
rater_24,Vocabulary,5,4,0.015384615384615385
rater_25,Cohesion,1,0,0.0
rater_25,Cohesion,2,7,0.25925925925925924
rater_25,Cohesion,3,12,0.4444444444444444
rater_25,Cohesion,4,7,0.25925925925925924
rater_25,Cohesion,5,1,0.037037037037037035
rater_25,Conventions,1,1,0.037037037037037035
rater_25,Conventions,2,6,0.2222222222222222
rater_25,Conventions,3,16,0.5925925925925926
