rater_id,predictor,count,pearson_correlation,spearman_correlation
rater_19,Syntax,1041,0.6863081750789652,0.6624024403278589
rater_19,Vocabulary,1041,0.6436326513942625,0.6292141531588702
rater_19,Phraseology,1041,0.7635297666067076,0.7569895157797741
rater_19,Grammar,1041,0.6575280875839539,0.632242231460373
rater_19,Conventions,1041,0.6195346909654602,0.5991384227563123
rater_19,trait_mean,1041,0.8845615961393231,0.8838851164345992
rater_2,Cohesion,1602,0.6510504716592199,0.6187476015281523
rater_2,Syntax,1602,0.5828987126180827,0.5555821008307531
rater_2,Vocabulary,1602,0.6191384880486097,0.5889806264913403
rater_2,Phraseology,1602,0.6413927966688833,0.6214434093185784
rater_2,Grammar,1602,0.6645428335205465,0.6538290325993804
rater_2,Conventions,1602,0.6128934372644793,0.5927054079460831
rater_2,trait_mean,1602,0.8053534829726945,0.8234837951010762
rater_20,Cohesion,75,0.7537773649081604,0.747802604389602
rater_20,Syntax,75,0.7653063582070327,0.7808778850003067
rater_20,Vocabulary,75,0.8458624005770617,0.8403872442383964
rater_20,Phraseology,75,0.8163299315710573,0.7833211647493028
rater_20,Grammar,75,0.7105458583965468,0.6793327206610985
rater_20,Conventions,75,0.6006171538154517,0.563436797582298
rater_20,trait_mean,75,0.897414445626784,0.8477636481634302
rater_21,Cohesion,358,0.6982411502876656,0.6833864758086533
rater_21,Syntax,358,0.8206329628396172,0.8104012316451185
rater_21,Vocabulary,358,0.7534654655658696,0.7377534551043629
rater_21,Phraseology,358,0.7830646313941819,0.7636622186511742
rater_21,Grammar,358,0.774265390443926,0.7565883421246662
rater_21,Conventions,358,0.690065068338306,0.6596092714306385
rater_21,trait_mean,358,0.8826202864900125,0.8800854092753827
rater_22,Cohesion,241,0.8268520483511863,0.808531319875073
rater_22,Syntax,241,0.7003961782412617,0.6904633454576462
rater_22,Vocabulary,241,0.4506920539437228,0.4239434690414299
rater_22,Phraseology,241,0.6204821195954761,0.5958078690907622
rater_22,Grammar,241,0.5847453973728,0.5608505638817053
rater_22,Conventions,241,0.6143035323370666,0.5967213539371398
rater_22,trait_mean,241,0.8355695498169932,0.8274098305189158
rater_23,Cohesion,774,0.7880366903528844,0.7729129290928879
rater_23,Syntax,774,0.8509378128271194,0.8431689121376111
rater_23,Vocabulary,774,0.7944997172664893,0.7730487937094411
rater_23,Phraseology,774,0.8458145390420421,0.8234001690937212
rater_23,Grammar,774,0.7773188910012473,0.7595758990120186
rater_23,Conventions,774,0.7628036890972194,0.7452543794501953
rater_23,trait_mean,774,0.9326940629358468,0.9293662223244167
rater_24,Cohesion,260,0.8101154161866818,0.7948236659542592
rater_24,Syntax,260,0.7140463191041753,0.7028430448365162
rater_24,Vocabulary,260,0.662509218949584,0.6514622276073336
rater_24,Phraseology,260,0.7692333611219166,0.7653782416404471
rater_24,Grammar,260,0.7140072481836202,0.6937908285778152
rater_24,Conventions,260,0.7400404598646578,0.7473659625362182
rater_24,trait_mean,260,0.8972555385536642,0.8931384417588958
rater_25,Cohesion,27,0.5234568876409325,0.4931847539477628
rater_25,Syntax,27,0.44670257372078215,0.464164835463167
rater_25,Vocabulary,27,0.6047431568147636,0.5951361626370527
rater_25,Phraseology,27,0.5237849266164972,0.5288016682967563
rater_25,Grammar,27,0.46538603160799913,0.46411166351890093
rater_25,Conventions,27,0.30903265830486903,0.32490455561021364
rater_25,trait_mean,27,0.5887636650264714,0.5548942017979442
rater_26,Cohesion,199,0.776529757253184,0.7542040082295792
rater_26,Syntax,199,0.8387115439992773,0.8172796710522399
rater_26,Vocabulary,199,0.6360255009870824,0.6102815249004631
rater_26,Phraseology,199,0.8050431752316661,0.7974680261876186
rater_26,Grammar,199,0.7642705866107743,0.7302066828699603
rater_26,Conventions,199,0.7256264106810475,0.7196977463476391
rater_26,trait_mean,199,0.9209264869384232,0.9049676561932346
rater_27,Cohesion,587,0.6939473326033522,0.6678311098195003
rater_27,Syntax,587,0.6634758238156837,0.6503435073863612
rater_27,Vocabulary,587,0.476794146068666,0.46248019001906954
rater_27,Phraseology,587,0.5071561247746723,0.4873166829903003
rater_27,Grammar,587,0.600451292484126,0.5797554427525277
rater_27,Conventions,587,0.4811951461406294,0.4717823642249686
rater_27,trait_mean,587,0.8049271936879536,0.7748273999462811
rater_3,Cohesion,325,0.736429441756174,0.7046362137792389
rater_3,Syntax,325,0.7866434758684357,0.7650834628404947
rater_3,Vocabulary,325,0.7640264813676232,0.7505873267247206
rater_3,Phraseology,325,0.8146837029941152,0.7881164040737645
rater_3,Grammar,325,0.7350626740476218,0.6962302136306051
rater_3,Conventions,325,0.6373692495169891,0.629262310859956
rater_3,trait_mean,325,0.9091537384525129,0.8889198624003369
rater_4,Cohesion,607,0.6656386981376553,0.6607240957343441
rater_4,Syntax,607,0.6278738298770478,0.6175544373389643
rater_4,Vocabulary,607,0.6437270073487082,0.6284512306414686
rater_4,Phraseology,607,0.6471836064221892,0.6429097968464957
rater_4,Grammar,607,0.5242591072063202,0.5173348859356591
rater_4,Conventions,607,0.6087711015972251,0.5897924586811493
rater_4,trait_mean,607,0.8184206221811091,0.824533097608853
rater_5,Cohesion,225,0.7185283127700379,0.7018050020905044
rater_5,Syntax,225,0.7670504002569883,0.7521235566758698
rater_5,Vocabulary,225,0.8178852647058834,0.780359395305583
rater_5,Phraseology,225,0.8152767515463698,0.7923431079426844
rater_5,Grammar,225,0.7503215355891931,0.7246638755413897
rater_5,Conventions,225,0.6796946829485245,0.6768955216488919
rater_5,trait_mean,225,0.9338205728551204,0.8977218886321237
rater_6,Cohesion,1336,0.6785505757276361,0.6632959546520224
rater_6,Syntax,1336,0.6837858200464115,0.6783572963799271
rater_6,Vocabulary,1336,0.6722289831566208,0.6665065930954238
rater_6,Phraseology,1336,0.7207477039693654,0.7138294317425056
rater_6,Grammar,1336,0.630484312970643,0.6212431706038978
rater_6,Conventions,1336,0.6291531778478083,0.6226469399866899
rater_6,trait_mean,1336,0.8953483287091828,0.9001146493638879
rater_7,Cohesion,1211,0.5953091664252383,0.5739645022367605
rater_7,Syntax,1211,0.6862269570657319,0.6693031003250915
rater_7,Vocabulary,1211,0.6278704035522839,0.6045994887448013
rater_7,Phraseology,1211,0.6381689104766983,0.628461640024464
rater_7,Grammar,1211,0.6129166142478233,0.587527251692215
rater_7,Conventions,1211,0.6653264504666867,0.649417100453817
rater_7,trait_mean,1211,0.8493380422755246,0.8292041075073799
rater_8,Cohesion,359,0.731944983407409,0.6989161440120265
rater_8,Syntax,359,0.7792512090779095,0.7691030401136096
rater_8,Vocabulary,359,0.7599744353017729,0.7406110285735612
rater_8,Phraseology,359,0.8165055505075692,0.8039680751312288
rater_8,Grammar,359,0.7217960322469709,0.709483454486222
rater_8,Conventions,359,0.7380732566234852,0.7344057203967757
rater_8,trait_mean,359,0.924782903195455,0.917453058812871
rater_9,Cohesion,745,0.5976712548823325,0.5685136741333274
rater_9,Syntax,745,0.6567823681607886,0.6197979980848619
rater_9,Vocabulary,745,0.6838865886204535,0.6632277285314164
rater_9,Phraseology,745,0.6292748086528736,0.5943942681448913
rater_9,Grammar,745,0.7254929183806839,0.7036900104669512
rater_9,Conventions,745,0.6277755640533057,0.5965683653635853
rater_9,trait_mean,745,0.8412809541489069,0.8307490158918904
