source_row_id,Filename,text_id_kaggle,rater_id,Overall,Cohesion,Syntax,Vocabulary,Phraseology,Grammar,Conventions,trait_mean,overall_minus_trait_mean,absolute_overall_minus_trait_mean,rounded_trait_mean_half_up,rounded_trait_mean_matches_overall,same_trait_mean_has_different_overall
36,2081001171,CE96C25A9A26,rater_1,2,2,2,2,2,3,3,2.3333333333333335,-0.3333333333333335,0.3333333333333335,2,True,True
36,2081001171,CE96C25A9A26,rater_2,2,2,2,3,3,3,2,2.5,-0.5,0.5,3,False,True
37,2081001872,663149D85F9C,rater_1,3,4,4,3,3,3,3,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
37,2081001872,663149D85F9C,rater_2,4,4,3,4,4,3,4,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
38,2081003107,6EEC89E5A1A4,rater_1,3,3,3,3,3,4,3,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
38,2081003107,6EEC89E5A1A4,rater_2,3,3,3,3,3,4,3,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
39,2081003743,F05EB1468473,rater_1,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
39,2081003743,F05EB1468473,rater_2,4,4,4,5,4,3,3,3.8333333333333335,0.16666666666666652,0.16666666666666652,4,True,True
40,2081003972,B046D31B68F0,rater_1,2,2,2,2,3,2,3,2.3333333333333335,-0.3333333333333335,0.3333333333333335,2,True,True
40,2081003972,B046D31B68F0,rater_2,3,2,2,3,3,3,2,2.5,0.5,0.5,3,True,True
41,2081004057,47A1277A181F,rater_1,3,2,2,3,3,3,3,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
41,2081004057,47A1277A181F,rater_2,3,3,3,3,4,4,3,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
42,2081004430,70EED6E8D92D,rater_1,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
42,2081004430,70EED6E8D92D,rater_2,3,3,3,3,3,4,4,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
43,2081005037,1C561924CC16,rater_1,2,2,2,2,2,2,2,2.0,0.0,0.0,2,True,True
43,2081005037,1C561924CC16,rater_2,1,1,1,2,1,2,1,1.3333333333333333,-0.33333333333333326,0.33333333333333326,1,True,True
44,2081005436,F8BA702A8450,rater_1,2,2,2,3,3,3,2,2.5,-0.5,0.5,3,False,True
44,2081005436,F8BA702A8450,rater_2,3,3,3,3,3,4,3,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
45,2081005576,9B42B1750AD8,rater_1,3,2,3,3,3,3,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
45,2081005576,9B42B1750AD8,rater_2,2,2,3,3,2,3,2,2.5,-0.5,0.5,3,False,True
46,2081005703,C50CDD1C35B2,rater_1,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
46,2081005703,C50CDD1C35B2,rater_2,3,2,3,3,2,3,2,2.5,0.5,0.5,3,True,True
47,2081005746,EAE8AB55E9B1,rater_4,3,3,3,4,4,4,3,3.5,-0.5,0.5,4,False,True
47,2081005746,EAE8AB55E9B1,rater_3,3,3,3,3,2,3,2,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
48,2081005797,1D2C46F51793,rater_4,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
48,2081005797,1D2C46F51793,rater_3,3,2,3,3,2,3,3,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
49,2081006041,0DB44DDF91E6,rater_4,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
49,2081006041,0DB44DDF91E6,rater_3,3,3,3,3,2,3,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
50,2081006840,E1B279EE81AE,rater_4,3,2,2,3,2,2,3,2.3333333333333335,0.6666666666666665,0.6666666666666665,2,False,True
50,2081006840,E1B279EE81AE,rater_3,2,3,2,3,2,2,2,2.3333333333333335,-0.3333333333333335,0.3333333333333335,2,True,True
51,2081006921,4D60247D96CE,rater_4,3,4,4,4,4,3,3,3.6666666666666665,-0.6666666666666665,0.6666666666666665,4,False,True
51,2081006921,4D60247D96CE,rater_3,3,4,3,3,4,4,3,3.5,-0.5,0.5,4,False,True
52,2081006939,AEE8A576989C,rater_4,2,2,2,3,3,2,2,2.3333333333333335,-0.3333333333333335,0.3333333333333335,2,True,True
52,2081006939,AEE8A576989C,rater_3,2,3,2,3,2,2,3,2.5,-0.5,0.5,3,False,True
53,2081007137,1FACF7E8D0A7,rater_4,4,3,3,3,4,4,4,3.5,0.5,0.5,4,True,True
53,2081007137,1FACF7E8D0A7,rater_3,3,4,4,3,3,3,3,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
54,2081007412,ECFB72244DAB,rater_4,4,4,3,4,3,4,3,3.5,0.5,0.5,4,True,True
54,2081007412,ECFB72244DAB,rater_3,3,3,3,3,3,3,2,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
55,2081007668,57BABDBDFDB4,rater_4,4,4,3,4,4,3,4,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
55,2081007668,57BABDBDFDB4,rater_3,4,3,4,4,4,3,4,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
56,2091000178,C2AECED57C95,rater_4,3,4,4,4,4,3,3,3.6666666666666665,-0.6666666666666665,0.6666666666666665,4,False,True
56,2091000178,C2AECED57C95,rater_3,3,4,4,3,3,3,4,3.5,-0.5,0.5,4,False,True
57,2091000208,13E1CB9819CB,rater_4,4,4,4,4,4,5,4,4.166666666666667,-0.16666666666666696,0.16666666666666696,4,True,True
57,2091000208,13E1CB9819CB,rater_3,4,3,4,4,4,4,3,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
58,2091000259,72766FE38307,rater_4,2,2,2,3,2,3,2,2.3333333333333335,-0.3333333333333335,0.3333333333333335,2,True,True
58,2091000259,72766FE38307,rater_3,2,3,2,2,2,2,3,2.3333333333333335,-0.3333333333333335,0.3333333333333335,2,True,True
59,2091000267,1CF3776F970D,rater_4,3,4,3,4,3,3,3,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
59,2091000267,1CF3776F970D,rater_3,3,3,2,3,3,3,4,3.0,0.0,0.0,3,True,True
60,2091000275,0BF56A2681D3,rater_4,4,4,3,4,3,5,4,3.8333333333333335,0.16666666666666652,0.16666666666666652,4,True,True
60,2091000275,0BF56A2681D3,rater_3,4,3,3,4,3,4,4,3.5,0.5,0.5,4,True,True
61,2091000372,46BB96D9BC9B,rater_4,3,4,4,3,3,3,3,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
61,2091000372,46BB96D9BC9B,rater_3,3,3,3,3,3,4,3,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
62,2091000399,69C237AC88FF,rater_4,3,2,4,3,3,3,3,3.0,0.0,0.0,3,True,True
62,2091000399,69C237AC88FF,rater_3,3,3,3,3,2,2,3,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
63,2091000577,AC0AAA109FA6,rater_4,2,2,2,3,2,2,3,2.3333333333333335,-0.3333333333333335,0.3333333333333335,2,True,True
63,2091000577,AC0AAA109FA6,rater_3,2,2,3,2,2,2,3,2.3333333333333335,-0.3333333333333335,0.3333333333333335,2,True,True
64,2091000976,AA5E62173BB5,rater_4,2,2,3,3,3,2,2,2.5,-0.5,0.5,3,False,True
64,2091000976,AA5E62173BB5,rater_3,2,3,2,3,3,2,2,2.5,-0.5,0.5,3,False,True
65,2091000984,D8D90E042134,rater_4,4,4,3,4,3,3,4,3.5,0.5,0.5,4,True,True
65,2091000984,D8D90E042134,rater_3,4,4,3,4,3,3,4,3.5,0.5,0.5,4,True,True
66,2091001140,E3668C4C4C0C,rater_4,4,3,3,4,3,5,4,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
66,2091001140,E3668C4C4C0C,rater_3,3,3,3,4,3,3,3,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
67,2091001549,0F19DD8FEEDC,rater_4,4,3,3,4,3,3,4,3.3333333333333335,0.6666666666666665,0.6666666666666665,3,False,True
67,2091001549,0F19DD8FEEDC,rater_3,4,4,3,4,3,3,4,3.5,0.5,0.5,4,True,True
68,2091001981,310201844A5A,rater_4,3,4,3,4,3,4,3,3.5,-0.5,0.5,4,False,True
68,2091001981,310201844A5A,rater_3,3,3,3,3,2,3,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
69,2091002146,1CC7C3E50765,rater_4,3,3,3,4,4,3,3,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
69,2091002146,1CC7C3E50765,rater_3,2,3,2,3,2,3,2,2.5,-0.5,0.5,3,False,True
70,2091002511,1BAE4E235915,rater_4,3,3,4,4,3,3,4,3.5,-0.5,0.5,4,False,True
70,2091002511,1BAE4E235915,rater_3,3,3,3,3,2,3,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
71,2091002600,172F67E7FBBC,rater_4,3,3,3,4,4,4,4,3.6666666666666665,-0.6666666666666665,0.6666666666666665,4,False,True
71,2091002600,172F67E7FBBC,rater_3,3,3,3,4,3,4,3,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
72,2091003118,ECE377D2E967,rater_4,3,3,3,3,2,3,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
72,2091003118,ECE377D2E967,rater_3,3,3,3,3,2,2,4,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
73,2091004122,B887396F246A,rater_4,2,2,1,2,2,2,2,1.8333333333333333,0.16666666666666674,0.16666666666666674,2,True,True
73,2091004122,B887396F246A,rater_3,1,1,1,2,1,1,2,1.3333333333333333,-0.33333333333333326,0.33333333333333326,1,True,True
74,2091004424,845693DC199E,rater_4,4,4,3,4,3,4,4,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
74,2091004424,845693DC199E,rater_3,4,4,4,4,3,4,4,3.8333333333333335,0.16666666666666652,0.16666666666666652,4,True,True
75,2091005439,2C7750B811F3,rater_4,3,3,3,4,3,3,4,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
75,2091005439,2C7750B811F3,rater_3,3,3,3,4,3,2,3,3.0,0.0,0.0,3,True,True
76,2091005706,2C3911F2CA28,rater_4,3,3,3,4,3,4,3,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
76,2091005706,2C3911F2CA28,rater_3,3,3,3,3,4,3,4,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
77,2091005765,8A46EA70EFB9,rater_4,3,3,2,3,4,3,4,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
77,2091005765,8A46EA70EFB9,rater_3,3,3,3,4,3,3,4,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
78,2091005773,442DD1515A61,rater_4,3,4,3,3,3,3,3,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
78,2091005773,442DD1515A61,rater_3,3,3,2,3,2,2,3,2.5,0.5,0.5,3,True,True
79,2091006125,4.41E+11,rater_4,3,3,3,3,3,4,4,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
79,2091006125,4.41E+11,rater_3,4,4,3,4,3,4,4,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
80,2091006672,90978A2F8599,rater_4,4,4,3,4,3,4,4,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
80,2091006672,90978A2F8599,rater_3,4,4,4,4,3,4,4,3.8333333333333335,0.16666666666666652,0.16666666666666652,4,True,True
81,2091007440,47470951BBDB,rater_4,3,3,2,4,4,3,3,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
81,2091007440,47470951BBDB,rater_3,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
82,2141000067,3F443A810D91,rater_4,3,3,3,3,3,4,4,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
82,2141000067,3F443A810D91,rater_3,3,3,3,3,3,2,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
83,2141000229,28BAB42779B2,rater_4,4,4,3,4,3,3,4,3.5,0.5,0.5,4,True,True
83,2141000229,28BAB42779B2,rater_3,3,3,3,4,3,3,4,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
84,2141000369,B5DF4C1B3866,rater_4,3,3,2,3,3,3,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
84,2141000369,B5DF4C1B3866,rater_3,3,3,3,3,2,3,2,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
85,2141000466,EA5067362719,rater_4,3,3,3,3,3,3,4,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
85,2141000466,EA5067362719,rater_3,3,3,3,3,2,2,3,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
86,2141000482,2568B64DB374,rater_4,3,4,3,4,4,3,3,3.5,-0.5,0.5,4,False,True
86,2141000482,2568B64DB374,rater_3,3,3,2,4,3,3,3,3.0,0.0,0.0,3,True,True
87,2141000512,EA493ECF9F3B,rater_4,3,3,2,3,3,2,3,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
87,2141000512,EA493ECF9F3B,rater_3,3,3,2,3,3,3,2,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
88,2141000741,9F979C691167,rater_4,3,3,3,3,3,4,3,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
88,2141000741,9F979C691167,rater_3,3,4,3,4,3,3,4,3.5,-0.5,0.5,4,False,True
89,2141000750,7820048B53C8,rater_5,3,3,2,3,3,4,4,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
89,2141000750,7820048B53C8,rater_1,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
90,2141000865,2FD3B620DE15,rater_5,4,3,3,4,4,4,4,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
90,2141000865,2FD3B620DE15,rater_1,4,3,3,3,3,3,3,3.0,1.0,1.0,3,False,True
91,2141000911,A168F8F9EA45,rater_5,3,3,3,3,3,3,2,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
91,2141000911,A168F8F9EA45,rater_1,3,2,2,2,3,3,2,2.3333333333333335,0.6666666666666665,0.6666666666666665,2,False,True
92,2141000989,AF39DC7FF677,rater_5,3,3,3,3,4,4,4,3.5,-0.5,0.5,4,False,True
92,2141000989,AF39DC7FF677,rater_1,3,2,3,3,3,4,3,3.0,0.0,0.0,3,True,True
93,2141001021,C1C75CB3BB17,rater_5,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
93,2141001021,C1C75CB3BB17,rater_1,3,3,2,3,2,3,3,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
94,2141001055,E31EF8887AA4,rater_5,3,3,3,3,3,3,4,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
94,2141001055,E31EF8887AA4,rater_1,2,2,2,2,2,2,2,2.0,0.0,0.0,2,True,True
95,2141001322,53E542321463,rater_5,3,3,3,3,3,3,5,3.3333333333333335,-0.3333333333333335,0.3333333333333335,3,True,True
95,2141001322,53E542321463,rater_1,3,3,3,3,2,3,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
96,2141001454,C7BD62EA392F,rater_5,4,5,3,4,4,3,4,3.8333333333333335,0.16666666666666652,0.16666666666666652,4,True,True
96,2141001454,C7BD62EA392F,rater_1,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
97,2141001489,B3C3E3A6CC48,rater_5,3,3,3,3,2,3,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
97,2141001489,B3C3E3A6CC48,rater_1,2,2,2,2,2,3,2,2.1666666666666665,-0.16666666666666652,0.16666666666666652,2,True,True
98,2141001667,05A0DA9580E5,rater_5,4,4,3,4,4,4,3,3.6666666666666665,0.3333333333333335,0.3333333333333335,4,True,True
98,2141001667,05A0DA9580E5,rater_1,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
99,2141001845,3CA8DFA49511,rater_5,3,3,3,3,3,2,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
99,2141001845,3CA8DFA49511,rater_1,3,2,3,2,3,3,3,2.6666666666666665,0.3333333333333335,0.3333333333333335,3,True,True
100,2141002337,2CC4B554C694,rater_5,3,3,2,3,3,3,3,2.8333333333333335,0.16666666666666652,0.16666666666666652,3,True,True
100,2141002337,2CC4B554C694,rater_1,3,2,3,3,2,2,2,2.3333333333333335,0.6666666666666665,0.6666666666666665,2,False,True
101,2141003830,69FF884BCEA1,rater_5,2,3,2,2,2,2,2,2.1666666666666665,-0.16666666666666652,0.16666666666666652,2,True,True
101,2141003830,69FF884BCEA1,rater_1,2,2,2,3,2,2,2,2.1666666666666665,-0.16666666666666652,0.16666666666666652,2,True,True
102,2141004046,709156BCF733,rater_5,4,4,4,3,3,5,4,3.8333333333333335,0.16666666666666652,0.16666666666666652,4,True,True
102,2141004046,709156BCF733,rater_1,3,3,3,3,3,4,3,3.1666666666666665,-0.16666666666666652,0.16666666666666652,3,True,True
103,2141004062,C87CC2A986AA,rater_5,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
103,2141004062,C87CC2A986AA,rater_1,2,2,2,2,3,3,3,2.5,-0.5,0.5,3,False,True
104,2141004135,E060D90D6CB9,rater_5,3,3,4,3,4,4,3,3.5,-0.5,0.5,4,False,True
104,2141004135,E060D90D6CB9,rater_1,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
105,2141004429,F69C85F4C3CA,rater_5,1,1,1,2,1,1,2,1.3333333333333333,-0.33333333333333326,0.33333333333333326,1,True,True
105,2141004429,F69C85F4C3CA,rater_1,1,1,1,1,1,1,1,1.0,0.0,0.0,1,True,False
106,2141005719,D752DF2541DD,rater_5,3,4,2,3,3,3,3,3.0,0.0,0.0,3,True,True
106,2141005719,D752DF2541DD,rater_1,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
107,2141005751,1F8012FFBEBE,rater_5,3,3,3,3,3,3,3,3.0,0.0,0.0,3,True,True
